match_date,year,stage,team_a,team_b,goals_a,goals_b,xg_a,xg_b,host_country,team_a_win,team_b_win,draw
1990-06-25,1990,Round of 16,Italy,Uruguay,2,0,,,Italy,True,False,False
1990-06-24,1990,Round of 16,Brazil,Argentina,0,1,,,Italy,False,True,False
1990-06-24,1990,Round of 16,West Germany,Netherlands,2,1,,,Italy,True,False,False
1990-06-23,1990,Round of 16,Cameroon,Colombia,2,1,,,Italy,True,False,False
1990-06-23,1990,Round of 16,Czechoslovakia,Costa Rica,4,1,,,Italy,True,False,False
1990-06-21,1990,Group stage,Belgium,Spain,1,2,,,Italy,False,True,False
1990-06-21,1990,Group stage,Korea Republic,Uruguay,0,1,,,Italy,False,True,False
1990-06-21,1990,Group stage,Republic of Ireland,Netherlands,1,1,,,Italy,False,False,True
1990-06-21,1990,Group stage,England,Egypt,1,0,,,Italy,True,False,False
1990-06-20,1990,Group stage,Sweden,Costa Rica,1,2,,,Italy,False,True,False
1990-06-20,1990,Group stage,Brazil,Scotland,1,0,,,Italy,True,False,False
1990-06-19,1990,Group stage,West Germany,Colombia,1,1,,,Italy,False,False,True
1990-06-19,1990,Group stage,Yugoslavia,United Arab Emirates,4,1,,,Italy,True,False,False
1990-06-19,1990,Group stage,Austria,United States,2,1,,,Italy,True,False,False
1990-06-19,1990,Group stage,Italy,Czechoslovakia,2,0,,,Italy,True,False,False
1990-06-18,1990,Group stage,Argentina,Romania,1,1,,,Italy,False,False,True
1990-06-18,1990,Group stage,Cameroon,Soviet Union,0,4,,,Italy,False,True,False
1990-06-17,1990,Group stage,Republic of Ireland,Egypt,0,0,,,Italy,False,False,True
1990-06-17,1990,Group stage,Belgium,Uruguay,3,1,,,Italy,True,False,False
1990-06-17,1990,Group stage,Korea Republic,Spain,1,3,,,Italy,False,True,False
1990-06-16,1990,Group stage,Brazil,Costa Rica,1,0,,,Italy,True,False,False
1990-06-16,1990,Group stage,England,Netherlands,0,0,,,Italy,False,False,True
1990-06-16,1990,Group stage,Sweden,Scotland,1,2,,,Italy,False,True,False
1990-06-15,1990,Group stage,Austria,Czechoslovakia,0,1,,,Italy,False,True,False
1990-06-15,1990,Group stage,West Germany,United Arab Emirates,5,1,,,Italy,True,False,False
1990-06-14,1990,Group stage,Yugoslavia,Colombia,1,0,,,Italy,True,False,False
1990-06-14,1990,Group stage,Cameroon,Romania,2,1,,,Italy,True,False,False
1990-06-14,1990,Group stage,Italy,United States,1,0,,,Italy,True,False,False
1990-06-13,1990,Group stage,Uruguay,Spain,0,0,,,Italy,False,False,True
1990-06-13,1990,Group stage,Argentina,Soviet Union,2,0,,,Italy,True,False,False
1990-06-12,1990,Group stage,Belgium,Korea Republic,2,0,,,Italy,True,False,False
1990-06-12,1990,Group stage,Netherlands,Egypt,1,1,,,Italy,False,False,True
1990-06-11,1990,Group stage,Costa Rica,Scotland,1,0,,,Italy,True,False,False
1990-06-11,1990,Group stage,England,Republic of Ireland,1,1,,,Italy,False,False,True
1990-06-10,1990,Group stage,United States,Czechoslovakia,1,5,,,Italy,False,True,False
1990-06-10,1990,Group stage,West Germany,Yugoslavia,4,1,,,Italy,True,False,False
1990-06-10,1990,Group stage,Brazil,Sweden,2,1,,,Italy,True,False,False
1990-06-09,1990,Group stage,United Arab Emirates,Colombia,0,2,,,Italy,False,True,False
1990-06-09,1990,Group stage,Soviet Union,Romania,0,2,,,Italy,False,True,False
1990-06-09,1990,Group stage,Italy,Austria,1,0,,,Italy,True,False,False
1990-06-08,1990,Group stage,Argentina,Cameroon,0,1,,,Italy,False,True,False
