match_date,year,tournament,stage,team_a,team_b,gf_avg_a,ga_avg_a,xgf_avg_a,xga_avg_a,points_avg_a,matches_played_a,gf_avg_b,ga_avg_b,xgf_avg_b,xga_avg_b,points_avg_b,matches_played_b,gf_diff,ga_diff,xgf_diff,xga_diff,form_diff,experience_diff,goals_a,goals_b,xg_a,xg_b
2022-11-30,2022,FIFA World Cup,Group stage,Poland,Argentina,0.8,1.0,1.1600000000000001,1.24,1.4,5,1.6,2.0,1.1,1.18,1.2,6,-0.8,1.0,0.06000000000000005,-0.06000000000000005,0.19999999999999996,-1,0,2,0.3,3.5
2022-11-30,2022,FIFA World Cup,Group stage,Saudi Arabia,Mexico,0.8,2.0,0.9800000000000001,1.6,1.2,5,0.4,1.6,1.0,1.44,0.8,6,0.4,-0.3999999999999999,-0.019999999999999907,-0.16000000000000014,0.3999999999999999,-1,1,2,1.1,2.3
2022-11-30,2022,FIFA World Cup,Group stage,Tunisia,France,1.0,1.8,1.2000000000000002,2.12,0.8,5,2.6,0.8,1.9400000000000002,0.7000000000000001,3.0,9,-1.6,-1.0,-0.74,-1.42,-2.2,-4,1,0,0.5,0.8
2022-11-30,2022,FIFA World Cup,Group stage,Australia,Denmark,0.8,1.8,0.86,1.4400000000000002,0.8,5,0.6,0.8,0.78,1.5,0.8,6,0.20000000000000007,-1.0,0.07999999999999996,0.05999999999999983,0.0,-1,1,0,0.6,0.6
2022-12-01,2022,FIFA World Cup,Group stage,Japan,Spain,1.2,1.6,0.9400000000000001,1.7,0.8,6,2.4,0.8,2.1399999999999997,0.8400000000000001,1.8,6,-1.2,-0.8,-1.1999999999999997,-0.8599999999999999,-1.0,0,2,1,1.4,1.0
2022-12-01,2022,FIFA World Cup,Group stage,Costa Rica,Germany,0.6,2.4,0.52,1.86,0.8,5,0.8,1.4,1.98,1.2,0.8,5,-0.20000000000000007,-1.0,-1.46,-0.6600000000000001,0.0,0,2,4,1.3,5.7
2022-12-01,2022,FIFA World Cup,Group stage,Croatia,Belgium,2.0,1.6,1.52,0.7,1.6,9,1.0,0.8,0.8400000000000001,1.8800000000000001,1.8,9,1.0,-0.8,0.6799999999999999,1.1800000000000002,-0.19999999999999996,0,0,0,0.7,3.0
2022-12-01,2022,FIFA World Cup,Group stage,Canada,Morocco,0.5,2.5,1.4,1.7000000000000002,0.0,2,0.8,0.8,0.9399999999999998,1.3199999999999998,1.0,5,-0.30000000000000004,-1.7,0.4600000000000001,-0.38000000000000034,-1.0,-3,1,2,1.4,0.5
2022-12-02,2022,FIFA World Cup,Group stage,Ghana,Uruguay,2.5,2.5,1.25,1.9,1.5,2,1.0,1.0,1.16,0.7,1.4,7,1.5,-1.5,0.09000000000000008,-1.2,0.10000000000000009,-5,0,2,1.6,1.8
2022-12-02,2022,FIFA World Cup,Group stage,Korea Republic,Portugal,1.0,1.2,1.06,1.8199999999999998,0.8,5,1.6,1.0,1.3599999999999999,1.02,2.0,6,-0.6000000000000001,-0.19999999999999996,-0.2999999999999998,-0.7999999999999998,-1.2,-1,2,1,1.7,1.3
2022-12-02,2022,FIFA World Cup,Group stage,Serbia,Switzerland,1.0,1.8,1.06,1.8,0.8,5,1.0,1.0,1.18,1.2,1.4,6,0.0,-0.8,-0.11999999999999988,-0.6000000000000001,-0.5999999999999999,-1,2,3,1.3,2.7
2022-12-02,2022,FIFA World Cup,Group stage,Cameroon,Brazil,1.5,2.0,1.4500000000000002,1.65,0.5,2,1.6,0.4,2.0599999999999996,0.5,2.4,7,-0.10000000000000009,-1.6,-0.6099999999999994,-1.15,-1.9,-5,1,0,0.5,2.5
2022-12-03,2022,FIFA World Cup,Round of 16,Argentina,Australia,2.0,1.4,1.54,0.86,1.8,7,0.8,1.4,0.78,1.3,1.4,6,1.2,0.0,0.76,0.44000000000000006,0.40000000000000013,1,2,1,1.6,0.6
2022-12-03,2022,FIFA World Cup,Round of 16,Netherlands,United States,1.6666666666666667,0.3333333333333333,0.7999999999999999,0.9,2.3333333333333335,3,0.6666666666666666,0.3333333333333333,0.8666666666666666,0.8999999999999999,1.6666666666666667,3,1.0,0.0,-0.06666666666666665,-1.1102230246251565e-16,0.6666666666666667,0,3,1,1.7,1.5
2022-12-04,2022,FIFA World Cup,Round of 16,England,Senegal,2.0,1.2,1.3800000000000001,1.0999999999999999,1.4,10,1.4,1.4,1.14,0.76,1.4,6,0.6000000000000001,0.19999999999999996,0.2400000000000002,-0.33999999999999986,0.0,4,3,0,1.0,0.8
2022-12-04,2022,FIFA World Cup,Round of 16,France,Poland,2.2,1.0,2.0,0.62,2.4,10,0.6,1.0,1.06,1.7399999999999998,1.4,6,1.6,0.0,0.94,1.1199999999999997,1.0,4,3,1,1.4,1.7
2022-12-05,2022,FIFA World Cup,Round of 16,Brazil,Korea Republic,1.2,0.6,2.2800000000000002,0.44000000000000006,1.8,8,1.4,1.2,1.34,1.6199999999999999,1.4,6,-0.19999999999999996,0.6,0.9400000000000002,1.1799999999999997,0.40000000000000013,2,4,1,3.6,0.5
2022-12-05,2022,FIFA World Cup,Round of 16,Japan,Croatia,1.2,1.4,1.0399999999999998,1.6199999999999999,1.2,7,1.6,1.2,1.32,1.1,1.6,10,-0.40000000000000013,-0.19999999999999996,-0.28000000000000025,-0.5199999999999998,-0.40000000000000013,-3,1,1,1.2,1.4
2022-12-06,2022,FIFA World Cup,Round of 16,Morocco,Spain,1.2,0.8,0.9,1.4,1.6,6,2.4,1.2,1.9599999999999997,0.9800000000000001,1.2,7,-1.2,0.3999999999999999,-1.0599999999999996,-0.4199999999999998,0.40000000000000013,-1,0,0,0.7,1.0
2022-12-06,2022,FIFA World Cup,Round of 16,Portugal,Switzerland,1.6,1.4,1.38,1.1800000000000002,1.4,7,1.2,1.2,1.3,1.16,1.4,7,0.40000000000000013,-0.19999999999999996,0.07999999999999985,-0.02000000000000024,0.0,0,6,1,2.3,1.2
2022-12-09,2022,FIFA World Cup,Quarter-finals,Netherlands,Argentina,2.0,0.5,1.025,1.05,2.5,4,2.0,1.4,1.6800000000000002,0.7,1.8,8,0.0,0.8999999999999999,-0.6550000000000002,-0.3500000000000001,0.7,-4,2,2,0.6,1.9
2022-12-09,2022,FIFA World Cup,Quarter-finals,Croatia,Brazil,1.4,1.2,1.2600000000000002,1.2200000000000002,1.2,11,1.6,0.8,2.46,0.4,1.8,9,-0.20000000000000018,-0.3999999999999999,-1.1999999999999997,-0.8200000000000002,-0.6000000000000001,2,1,1,0.6,2.5
2022-12-10,2022,FIFA World Cup,Quarter-finals,England,France,2.4,0.8,1.4600000000000002,0.9199999999999999,2.0,11,2.6,1.2,1.9400000000000002,0.8800000000000001,2.4,11,-0.20000000000000018,0.3999999999999999,-0.48,-0.039999999999999813,-0.3999999999999999,0,1,2,2.4,0.9
2022-12-10,2022,FIFA World Cup,Quarter-finals,Morocco,Portugal,1.2,0.6,0.86,1.36,1.8,7,2.6,1.4,1.5799999999999998,1.1400000000000001,1.8,8,-1.4000000000000001,0.7999999999999999,-0.7199999999999999,-0.21999999999999997,0.0,-1,1,0,1.4,0.9
2022-12-13,2022,FIFA World Cup,Semi-finals,Argentina,Croatia,1.8,1.0,1.9,0.38,2.0,9,1.2,0.6,1.1599999999999997,1.5,1.4,12,0.6000000000000001,-0.4,0.7400000000000002,1.12,0.6000000000000001,-3,3,0,2.3,0.5
2022-12-14,2022,FIFA World Cup,Semi-finals,France,Morocco,2.2,1.0,1.9,1.14,2.4,12,1.0,0.2,0.9,0.96,2.2,8,1.2000000000000002,-0.8,0.9999999999999999,-0.17999999999999994,0.19999999999999973,4,2,0,2.0,0.9
2022-12-17,2022,FIFA World Cup,Third-place match,Croatia,Morocco,1.2,1.2,1.1599999999999997,1.8799999999999997,1.2,13,1.0,0.6,1.0,1.26,2.0,9,0.19999999999999996,-0.6,0.1599999999999997,-0.6199999999999997,-0.8,4,2,1,0.7,1.2
2022-12-18,2022,FIFA World Cup,Final,Argentina,France,2.2,0.6,1.9200000000000004,0.45999999999999996,2.6,10,1.8,0.8,1.5,1.22,2.4,13,0.40000000000000013,0.20000000000000007,0.4200000000000004,0.76,0.20000000000000018,-3,3,3,3.3,2.2
